lat,lon,fishing_hours,PTT
-36.4,156.1,0.9858333333333332,227150
-36.4,156.2,4.895277777777778,227150
-36.4,156.9,1.0294444444444444,227150
-36.4,157,0.9669444444444444,227150
-36.4,157.3,1.3730555555555553,227150
-36.4,157.4,1.3819444444444446,227150
-36.4,157.5,3.033333333333334,227150
-36.4,157.6,1.9869444444444448,227150
-36.4,157.7,1.0027777777777775,227150
-36.4,157.8,2.1458333333333335,227150
-36.4,158,5.0438888888888895,227150
-36.4,158.1,3.0125,227150
-36.4,158.2,5.0088888888888885,227150
-36.4,158.3,2.8547222222222226,227150
-36.4,158.4,2.1930555555555555,227150
-36.4,158.5,6.054444444444444,227150
-36.4,158.6,4.266111111111112,227150
-36.4,159,0.6230555555555556,227150
-36.4,159.8,0.9875000000000002,227150
-36.4,159.9,1.9891666666666667,227150
-36.4,161.1,0.9305555555555556,227150
-36.4,161.2,2.9927777777777775,227150
-36.4,161.3,2.017777777777778,227150
-36.4,162.3,1.054166666666667,227150
-36.4,163.8,16.95638888888889,227150
-36.3,156.2,1.8116666666666663,227150
-36.3,156.3,5.733333333333334,227150
-36.3,156.7,1.989722222222222,227150
-36.3,156.8,2.658333333333333,227150
-36.3,157,1.9908333333333337,227150
-36.3,157.1,1.1350000000000002,227150
-36.3,157.2,2.0141666666666667,227150
-36.3,157.3,1.6225000000000005,227150
-36.3,157.4,5.173055555555555,227150
-36.3,157.5,3.769166666666667,227150
-36.3,157.6,6.179444444444445,227150
-36.3,157.7,7.340833333333334,227150
-36.3,157.8,5.476111111111111,227150
-36.3,157.9,10.172222222222222,227150
-36.3,158,6.817500000000001,227150
-36.3,158.1,5.749444444444444,227150
-36.3,158.2,8.28111111111111,227150
-36.3,158.3,8.91638888888889,227150
-36.3,158.4,5.128611111111112,227150
-36.3,158.5,4.0575,227150
-36.3,158.6,3.8258333333333336,227150
-36.3,158.7,14.155555555555557,227150
-36.3,158.8,3.4697222222222224,227150
-36.3,158.9,1.0719444444444444,227150
-36.3,159,0.9802777777777776,227150
-36.3,159.1,2.019444444444445,227150
-36.3,159.2,1.021111111111111,227150
-36.3,159.5,1.0286111111111111,227150
-36.3,159.6,1.0294444444444444,227150
-36.3,159.7,1.0658333333333334,227150
-36.3,159.8,7.9925,227150
-36.3,159.9,1.9394444444444443,227150
-36.3,160,4.567500000000001,227150
-36.3,160.1,10.814444444444444,227150
-36.3,160.2,1.052777777777778,227150
-36.3,160.3,2.7766666666666664,227150
-36.3,160.4,0.9975,227150
-36.3,160.5,2.981666666666667,227150
-36.3,160.6,2.0025000000000004,227150
-36.3,160.7,3.0558333333333336,227150
-36.3,160.8,2.8611111111111107,227150
-36.3,160.9,3.9266666666666663,227150
-36.3,161,2.128055555555556,227150
-36.3,161.1,0.7594444444444445,227150
